f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f_sideSquare,teacher,current_eval,game_idx,move_idx
3,2,2,48,0,5,1,1,8,3,3,3,7,317737.900,298627,2,15150
4,3,3,49,0,18,1,3,13,1,2,9,8,365947.300,368863,2,15200
3,0,0,46,0,6,0,2,4,4,0,5,5,293752.400,272563,2,15250
3,2,3,49,0,10,0,3,5,4,0,10,8,348085.550,341260,2,15300
2,4,3,45,0,9,1,3,15,1,6,10,2,319563.550,325933,2,15350
3,0,4,43,0,6,0,1,11,2,0,2,11,297968.600,292924,2,15400
3,3,5,49,0,10,1,2,11,3,3,10,5,378769.600,360251,2,15450
4,2,3,45,0,7,0,1,15,3,0,5,20,343001.050,338046,2,15500
2,1,4,47,0,19,1,4,11,6,3,14,8,401831.850,396632,2,15550
3,4,6,50,0,10,1,4,12,4,5,15,5,387418.450,397292,2,15600
3,1,3,59,0,18,1,1,5,5,2,3,7,357836.100,388075,2,15650
3,2,3,51,0,9,1,2,7,1,5,6,9,355613.850,337952,2,15700
2,4,2,44,0,10,0,3,10,2,0,9,7,309400.200,309201,2,15750
3,0,3,47,0,10,0,1,13,2,0,1,11,319232.300,315329,2,15800
2,1,5,47,0,11,1,3,13,4,4,13,8,372329.050,376264,2,15850
2,1,3,50,0,14,1,3,8,3,6,8,6,353309.950,356142,2,15900
2,3,2,45,0,8,0,3,9,3,0,12,3,318755.900,310608,2,15950
3,2,6,45,0,18,0,3,11,2,0,11,5,354975.450,365351,2,16000
0,0,0,40,0,4,1,3,6,2,1,7,0,260598.300,232092,2,16050
2,3,4,46,0,4,1,1,12,1,4,6,7,324757.700,310448,2,16100
4,3,3,52,0,19,0,3,14,4,0,7,16,400417.850,403260,2,16150
2,0,1,42,0,6,0,1,6,0,0,1,6,252277.950,238777,2,16200
1,2,4,41,0,11,0,4,9,3,0,19,5,344346.550,338378,2,16250
2,2,4,44,0,15,1,4,14,1,2,12,8,342139.250,353803,2,16300
3,1,2,47,0,12,1,2,7,1,1,2,7,307029.550,298387,2,16350
4,1,1,50,0,7,1,1,8,0,2,1,8,301227.950,291252,2,16400
4,0,2,52,0,15,0,2,10,1,0,2,8,337621.800,334983,2,16450
3,3,2,47,0,10,1,2,7,3,1,9,5,317224.150,318346,2,16500
2,2,2,45,0,10,0,2,13,6,0,11,9,286891.600,340701,2,16550
0,1,3,44,0,10,0,3,6,3,0,7,0,295434.900,287601,2,16600
2,4,3,43,0,6,1,2,15,0,4,10,5,312301.600,307530,2,16650
3,2,5,51,0,17,1,4,9,5,2,14,5,390240.000,402979,2,16700
2,3,3,46,0,12,1,4,12,5,2,15,3,357812.500,357885,2,16750
2,1,7,44,0,13,1,3,10,4,3,9,15,376428.050,376121,2,16800
3,2,3,44,0,11,0,4,8,3,0,13,6,336675.550,329726,2,16850
1,2,0,44,0,6,1,3,12,0,4,5,2,285835.150,264199,2,16900
2,0,1,46,0,17,1,4,10,1,1,6,5,318135.350,314252,2,16950
3,3,5,39,0,12,0,3,7,1,0,16,15,327203.550,341490,2,17000
4,2,1,48,0,9,0,2,8,1,0,6,14,312664.700,316417,2,17050
3,3,3,47,0,6,1,2,9,1,3,7,12,324653.750,322086,2,17100
1,0,1,46,0,9,1,3,6,1,2,6,4,301485.050,283169,2,17150
2,1,2,36,0,4,0,2,8,3,0,14,12,298483.650,280300,2,17200
4,4,0,57,0,12,1,1,11,6,3,3,9,335332.000,366144,2,17250
3,3,2,53,0,19,1,3,13,4,5,7,4,374965.750,382275,2,17300
2,2,5,41,0,12,0,2,13,2,0,9,5,313186.850,320173,2,17350
1,5,2,42,0,9,0,2,10,2,0,11,1,297480.650,290028,2,17400
2,1,0,51,0,8,1,2,9,3,2,5,5,329322.000,308221,2,17450
0,1,4,48,0,10,1,4,10,3,3,13,0,356576.150,343380,2,17500
1,2,1,43,0,9,1,3,11,1,2,11,2,297839.000,291082,2,17550
3,2,3,47,0,9,1,3,5,1,1,8,6,323484.550,311214,2,17600
2,3,9,44,0,8,1,2,14,5,4,11,9,396020.750,382247,2,17650
2,1,3,45,0,11,1,1,9,0,2,5,4,302707.150,296070,2,17700
0,1,4,37,0,9,0,4,11,2,0,18,0,306427.450,300465,2,17750
4,7,2,55,0,13,1,2,13,4,2,7,15,375877.550,394910,2,17800
4,3,2,47,0,13,0,2,15,4,0,6,16,339990.500,356281,2,17850
2,0,3,53,0,17,1,4,9,5,1,6,7,384554.250,374250,2,17900
3,1,1,49,0,8,1,4,7,5,1,12,4,346745.400,330117,2,17950
2,1,4,43,0,1,1,0,7,0,1,0,10,259982.400,257658,2,18000
3,2,2,43,0,10,1,3,11,2,1,9,8,317575.500,310648,2,18050
3,1,3,53,0,14,0,3,9,7,0,4,15,363094.500,382056,2,18100
3,2,3,47,0,12,1,3,13,2,3,11,7,342612.000,351218,2,18150
2,3,5,48,0,11,1,2,16,2,3,6,12,354824.850,364334,2,18200
2,0,3,40,0,4,1,2,4,0,3,9,3,283832.550,258544,2,18250
2,0,8,40,0,8,1,3,10,2,1,16,14,363638.950,360495,2,18300
4,1,0,43,0,8,0,3,7,1,0,6,8,282776.350,271570,2,18350
4,4,4,53,0,20,1,4,11,4,1,12,8,401166.850,414165,2,18400
3,1,2,42,0,7,0,2,8,2,0,6,8,292600.900,280431,2,18450
4,1,1,57,0,19,1,3,11,4,1,5,9,390828.450,387731,2,18500
3,1,8,50,0,13,1,1,12,2,2,6,9,374903.750,382875,2,18550
3,0,1,41,0,9,0,1,7,1,0,5,4,282133.900,257110,2,18600
2,0,0,48,0,4,1,1,6,2,1,1,4,275686.050,258190,2,18650
4,1,5,49,0,18,1,3,11,3,3,11,9,376823.350,393856,2,18700
3,0,2,47,0,5,1,3,7,1,2,3,10,307474.300,290790,2,18750
3,2,0,45,0,9,0,2,9,3,0,5,8,302671.950,288650,2,18800
3,0,2,45,0,7,1,2,5,1,1,5,6,302072.500,279287,2,18850
4,2,2,48,0,19,1,4,14,1,2,9,16,379190.600,378698,2,18900
3,2,8,39,0,15,1,3,19,1,1,9,22,363989.100,384235,2,18950
4,1,2,45,0,4,1,1,9,1,1,3,9,295760.950,279236,2,19000
4,0,5,43,0,3,1,1,15,1,1,3,19,277934.400,317423,2,19050
3,0,3,45,0,12,0,3,9,4,0,12,7,354728.550,338980,2,19100
2,1,4,50,0,15,1,3,14,2,6,6,6,353491.200,366483,2,19150
4,1,10,40,0,10,0,3,14,3,0,15,19,376571.600,397757,2,19200
3,2,3,40,0,7,0,2,8,1,0,11,12,283475.950,298544,2,19250
4,1,6,52,0,15,0,1,14,4,0,5,17,375574.350,405222,2,19300
2,0,2,50,0,15,1,3,8,3,2,7,5,345584.600,340248,2,19350
2,1,1,42,0,5,1,1,10,0,1,2,8,272223.250,252618,2,19400
2,1,2,39,0,3,1,3,9,2,2,17,4,301315.900,286902,2,19450
3,0,4,41,0,5,0,4,7,3,0,14,10,311836.850,315169,2,19500
3,3,4,58,0,12,1,3,10,7,2,9,10,401271.150,417093,2,19550
3,0,1,52,0,13,1,2,8,3,3,3,10,336391.400,337067,2,19600
3,0,1,44,0,6,1,3,4,0,1,7,6,292721.650,267512,2,19650
3,6,8,46,0,21,1,4,14,1,3,17,8,409229.100,425249,2,19700
3,3,1,45,0,11,1,2,13,0,1,3,10,298074.750,297667,2,19750
2,2,8,41,0,7,1,3,11,1,1,17,10,349864.100,356785,2,19800
1,0,0,51,0,11,1,3,9,3,4,3,2,324940.400,306322,2,19850
2,0,4,46,0,7,1,2,8,1,3,7,2,317452.550,302135,2,19900
3,0,1,49,0,8,1,2,5,2,1,4,5,297576.400,291531,2,19950
3,2,3,55,0,16,1,2,5,4,1,8,8,385120.650,378719,2,20000
2,2,3,45,0,12,1,3,11,2,2,12,5,342421.850,334868,2,20050
2,2,6,43,0,10,1,3,15,2,2,11,8,348493.200,350295,2,20100
4,0,5,36,0,8,0,3,12,4,0,16,18,317767.000,342304,2,20150
3,2,5,50,0,11,1,1,12,3,1,5,10,367553.800,359161,2,20200
4,1,3,50,0,11,0,2,16,2,0,4,14,352230.350,354663,2,20250
2,1,2,43,0,12,1,4,7,3,1,15,8,327701.050,329688,2,20300
2,1,3,37,0,5,0,2,9,0,0,7,8,258863.650,256104,2,20350
2,1,2,40,0,5,0,3,10,2,0,9,7,276808.100,276504,2,20400
3,2,2,50,0,13,0,2,8,3,0,4,8,337480.750,329797,2,20450
2,1,3,35,0,7,1,4,9,2,2,19,9,295376.600,303344,2,20500
2,2,3,43,0,10,1,4,7,2,1,16,7,331860.100,329103,2,20550
1,1,1,43,0,9,1,2,11,2,1,4,7,280260.650,279960,2,20600
3,3,9,46,0,22,1,4,12,3,1,17,15,395926.100,446888,2,20650
3,3,9,50,0,25,1,3,20,4,5,11,13,421720.750,473395,2,20700
3,2,6,39,0,5,0,2,7,1,0,14,10,305302.250,311809,2,20750
2,2,3,43,0,9,0,1,11,1,0,4,9,297071.250,292817,2,20800
2,1,5,37,0,10,0,3,9,3,0,15,11,312435.700,324111,2,20850
2,1,3,41,0,4,0,1,7,1,0,5,6,263486.450,260031,2,20900
3,1,2,48,0,12,1,3,10,1,1,10,7,328885.850,333609,2,20950
3,1,2,49,0,8,1,2,11,1,1,2,13,321523.500,315731,2,21000
0,0,3,36,0,3,1,4,18,3,7,19,0,299918.550,303299,2,21050
2,0,2,42,0,7,1,3,6,1,2,11,6,309904.300,287272,2,21100
3,3,5,50,0,8,1,2,14,3,3,7,13,363949.350,371498,2,21150
3,2,3,52,0,10,1,1,10,4,1,2,10,340216.300,342949,2,21200
4,10,5,59,0,23,1,4,13,7,7,15,10,479506.150,495097,2,21250
2,2,8,53,0,10,1,3,7,4,1,9,8,396549.850,392698,2,21300
2,2,7,47,0,17,1,3,15,7,8,9,14,366613.150,425728,2,21350
3,1,1,46,0,7,1,3,6,0,1,5,6,285422.650,277019,2,21400
1,2,1,45,0,14,0,4,9,2,0,15,3,315174.300,324899,2,21450
2,1,0,42,0,5,0,2,8,2,0,7,6,270073.600,259730,2,21500
3,1,2,47,0,12,1,2,9,1,2,8,9,339871.850,325948,2,21550
4,0,4,45,0,9,0,3,5,1,0,11,11,318688.800,326554,2,21600
1,0,2,42,0,6,1,3,8,2,3,11,1,297030.350,281794,2,21650
2,1,1,53,0,15,1,2,9,4,1,4,5,332813.300,341028,2,21700
4,3,7,47,0,11,1,3,9,4,2,12,19,383998.100,401723,2,21750
3,1,5,45,0,17,0,4,11,4,0,16,8,372110.600,384637,2,21800
4,2,3,49,0,7,1,1,11,3,1,7,15,351280.450,346687,2,21850
2,0,1,46,0,8,1,2,10,2,1,2,8,303690.600,285569,2,21900
3,3,5,47,0,20,0,3,15,5,0,15,14,405998.400,421095,2,21950
4,3,9,42,0,15,1,3,12,0,8,13,13,366814.700,395706,2,22000
3,2,1,45,0,11,0,3,9,3,0,8,8,314041.300,310629,2,22050
2,1,4,49,0,14,1,3,9,5,1,12,4,378779.150,367013,2,22100
4,1,5,45,0,16,1,3,11,3,2,10,12,355460.950,372052,2,22150
3,2,3,46,0,7,1,3,10,1,2,4,10,299600.100,307653,2,22200
3,1,4,40,0,13,0,3,10,2,0,15,5,335825.350,326664,2,22250
2,0,3,52,0,13,1,3,10,5,6,9,3,371228.900,369244,2,22300
2,1,1,43,0,15,1,4,11,0,1,15,4,307202.350,320089,2,22350
2,1,3,45,0,11,0,2,9,2,0,7,5,293690.650,308466,2,22400
3,2,3,50,0,12,0,3,12,8,0,7,12,384150.850,375815,2,22450
3,5,5,51,0,22,1,3,15,5,2,15,11,420386.550,442691,2,22500
4,0,6,58,0,21,1,2,8,5,5,5,13,437680.650,441265,2,22550
3,3,2,51,0,16,0,3,11,5,0,8,11,369941.400,374042,2,22600
3,2,4,46,0,11,1,2,14,3,1,8,11,351220.050,350482,2,22650
1,1,0,51,0,12,1,3,9,3,1,7,3,328665.450,318958,2,22700
3,5,8,46,0,14,1,4,10,1,1,19,5,368724.650,395886,2,22750
4,3,4,52,0,16,1,2,16,7,4,4,17,424068.100,414038,2,22800
3,2,3,40,0,4,1,1,14,0,2,8,13,294678.800,293128,2,22850
2,1,1,45,0,2,1,2,5,1,2,7,6,282410.300,266329,2,22900
3,2,0,44,0,8,0,2,10,0,0,5,8,295800.950,273153,2,22950
2,1,3,45,0,3,1,1,7,2,1,5,6,297630.600,280363,2,23000
4,1,3,49,0,11,1,2,13,6,1,10,11,357880.500,372642,2,23050
2,0,4,49,0,11,0,3,3,5,0,7,7,353651.750,336692,2,23100
2,0,5,38,0,7,0,2,12,3,0,9,12,314720.500,308060,2,23150
3,1,2,47,0,8,0,1,11,1,0,1,12,315454.400,299045,2,23200
3,0,1,43,0,4,0,2,5,0,0,6,7,278220.100,255722,2,23250
2,0,2,44,0,3,1,2,10,1,3,3,8,256338.700,272779,2,23300
3,2,7,41,0,17,0,4,13,3,0,15,13,388574.700,387540,2,23350
3,2,2,46,0,8,1,3,8,2,1,10,10,324983.500,320407,2,23400
2,0,0,43,0,7,0,3,1,1,0,8,4,259839.650,253143,2,23450
4,4,6,49,0,23,1,3,11,1,2,11,12,389840.350,412914,2,23500
2,1,3,51,0,12,1,2,11,3,4,6,2,345953.050,342334,2,23550
2,0,0,49,0,16,1,3,9,2,2,4,6,316845.400,316572,2,23600
2,1,5,48,0,8,1,2,6,3,5,9,5,321902.850,339332,2,23650
2,1,2,40,0,3,1,2,12,2,3,11,3,282962.250,276977,2,23700
2,1,1,40,0,5,0,2,10,2,0,3,9,255336.900,254654,2,23750
3,1,0,49,0,9,1,1,9,0,3,2,4,310481.350,282684,2,23800
3,4,6,47,0,8,1,2,15,2,1,12,11,366130.850,371723,2,23850
4,1,5,38,0,6,0,2,8,1,0,12,18,317045.700,315960,2,23900
2,10,2,52,0,18,1,3,16,4,5,11,10,377793.000,407066,2,23950
3,1,6,43,0,16,0,3,13,7,0,14,11,369420.800,392280,2,24000
3,4,4,45,0,12,1,2,13,2,2,11,8,343377.600,349391,2,24050
4,5,8,46,0,16,0,3,16,3,0,13,14,404063.850,416881,2,24100
3,1,9,46,0,8,1,1,14,1,4,4,17,371255.400,371536,2,24150
3,1,4,43,0,6,0,2,9,1,0,8,8,315410.850,299820,2,24200
2,3,4,39,0,11,1,2,15,2,1,15,7,354941.350,330357,2,24250
3,3,6,49,0,12,1,2,9,1,1,5,7,335433.400,347248,2,24300
3,1,4,42,0,8,0,3,8,3,0,11,13,333904.250,325805,2,24350
3,3,8,44,1,14,1,3,16,5,6,11,15,366654.900,430914,2,24400
3,0,1,50,0,24,1,4,10,0,1,4,6,339997.450,344545,2,24450
2,1,1,49,0,10,1,3,7,3,1,9,2,305312.200,313208,2,24500
2,1,3,45,0,7,0,1,9,2,0,1,8,287854.700,284496,2,24550
1,0,3,49,0,15,1,4,13,5,3,12,1,363918.650,366482,2,24600
3,3,6,44,0,9,0,1,14,2,0,7,14,354736.450,346684,2,24650
0,1,1,41,0,6,1,1,7,1,1,5,0,265008.850,239376,2,24700
3,1,3,42,0,12,0,2,16,1,0,12,11,346022.850,335520,2,24750
3,4,4,50,0,21,0,4,14,7,0,13,11,414103.850,424864,2,24800
4,2,3,47,0,7,1,2,11,1,2,10,9,333227.150,330731,2,24850
2,0,0,48,0,0,1,0,2,0,3,0,5,229828.950,234893,2,24900
4,3,3,50,0,14,1,1,14,1,3,7,8,357101.150,358086,2,24950
1,2,4,42,0,5,1,2,12,1,3,12,1,307526.850,299134,2,25000
1,1,4,43,0,5,1,3,9,2,4,13,1,305584.550,306700,2,25050
1,1,7,40,0,9,1,3,14,2,4,14,2,349314.750,337577,2,25100
3,1,5,50,0,15,1,2,16,2,8,5,5,341716.400,375172,2,25150
3,3,1,48,0,11,0,3,6,2,0,8,8,322449.450,315789,2,25200
3,2,1,48,0,13,0,3,6,1,0,8,6,328112.750,313209,2,25250
3,1,3,47,0,10,0,1,11,1,0,2,8,312821.700,305982,2,25300
3,0,1,45,0,8,0,2,7,2,0,4,6,294939.700,277472,2,25350
2,3,2,46,0,14,0,3,10,1,0,7,9,319742.500,322717,2,25400
4,3,3,55,0,11,0,2,13,4,0,3,15,392826.350,378338,2,25450
3,0,4,44,0,10,1,2,14,4,1,9,11,344404.150,344322,2,25500
4,0,1,45,0,10,0,1,9,0,0,7,6,302416.250,289233,2,25550
4,0,5,46,0,7,1,2,6,3,2,9,15,336363.600,345138,2,25600
3,1,4,44,0,8,1,3,6,3,2,16,8,338037.800,339906,2,25650
3,0,6,48,0,9,1,2,8,5,1,11,14,352333.100,377401,2,25700
1,2,1,35,0,11,0,4,13,1,0,20,1,309097.750,287457,2,25750
3,0,4,48,0,8,1,2,12,2,3,3,10,307984.750,329280,2,25800
4,2,3,58,0,16,1,2,8,4,3,4,9,385099.250,391701,2,25850
3,1,6,43,0,9,1,4,5,2,1,15,9,363368.600,344273,2,25900
4,1,3,54,0,14,0,3,8,5,0,8,10,346331.850,381584,2,25950
3,5,3,48,0,21,1,4,14,8,1,23,9,388337.400,441815,2,26000
3,3,6,52,0,28,1,3,10,3,8,8,13,428048.100,445144,2,26050
3,7,4,50,0,15,1,2,14,2,5,8,10,378729.150,382604,2,26100
3,5,1,50,0,10,1,3,10,3,3,9,5,337470.950,335654,2,26150
3,1,7,48,0,27,1,3,10,6,1,18,10,418062.500,453750,2,26200
3,3,2,49,0,19,1,3,11,2,3,15,6,367149.900,379473,2,26250
4,2,6,47,0,11,0,3,9,5,0,14,12,359482.100,386761,2,26300
2,0,5,37,0,3,1,2,13,1,2,13,7,302478.800,293640,2,26350
2,4,3,45,0,5,1,0,15,1,4,0,10,317764.300,294665,2,26400
3,2,3,47,0,13,1,2,13,3,4,10,7,354189.500,354901,2,26450
2,1,3,44,0,9,1,4,4,2,1,17,4,319804.250,322103,2,26500
3,4,4,45,0,14,1,3,9,2,4,18,10,370238.900,377208,2,26550
4,0,5,38,0,9,0,3,10,3,0,16,14,326800.900,338931,2,26600
3,1,6,46,0,9,1,2,12,2,2,6,11,327797.250,346243,2,26650
2,3,9,38,0,9,0,2,12,2,0,14,13,347834.800,355071,2,26700
3,0,0,45,0,6,1,0,5,0,2,0,6,268912.300,244612,2,26750
3,1,4,45,0,18,0,2,13,3,0,10,7,317548.950,358710,2,26800
4,1,9,47,0,15,1,3,11,6,2,13,17,406231.000,433806,2,26850
1,0,1,46,0,10,1,4,10,2,2,10,2,321090.400,305500,2,26900
3,2,2,49,0,11,1,3,9,3,2,10,6,314676.900,340521,2,26950
2,0,3,40,0,6,0,4,4,0,0,12,3,284018.550,269866,2,27000
4,3,8,50,0,13,1,2,14,6,2,9,19,425151.750,432486,2,27050
4,5,7,60,0,26,1,2,16,9,3,7,15,449107.300,507322,2,27100
2,3,4,46,0,15,1,4,12,2,3,9,10,353066.900,359467,2,27150
2,0,0,49,0,10,1,3,3,0,2,5,5,294076.750,284221,2,27200
3,3,3,48,0,9,0,2,12,4,0,9,8,332533.400,343126,2,27250
2,5,4,46,0,11,0,2,14,4,0,10,8,347779.500,352405,2,27300
2,3,1,41,0,9,0,2,9,0,0,8,6,279307.950,271599,2,27350
2,0,4,42,0,7,0,3,2,5,0,10,6,321651.850,300307,2,27400
1,1,2,39,0,10,0,3,9,1,0,14,2,281923.450,284194,2,27450
2,2,2,48,0,6,1,2,6,2,5,4,5,297441.350,296185,2,27500
2,2,0,49,0,11,0,2,7,1,0,4,7,321939.500,295031,2,27550
2,2,5,48,0,5,1,1,8,1,2,2,7,313552.300,305443,2,27600
2,4,0,50,0,13,1,2,8,1,1,5,6,320401.050,310513,2,27650
1,0,1,40,0,7,1,4,8,1,2,13,1,302357.050,271068,2,27700
1,3,6,41,0,8,1,3,11,1,3,11,7,335413.350,324348,2,27750
3,1,2,44,0,14,1,3,14,5,1,19,8,321320.150,371390,2,27800
4,1,4,42,0,3,0,1,10,2,0,7,12,305521.250,297920,2,27850
4,0,4,48,0,7,1,3,6,3,3,12,7,351699.250,343214,2,27900
3,2,10,52,0,17,1,2,14,3,6,6,10,420193.500,432313,2,27950
4,7,4,51,0,19,0,4,11,4,0,14,14,412329.850,420495,2,28000
4,7,3,54,0,15,1,1,14,4,4,4,14,372541.100,395211,2,28050
1,1,1,43,0,5,1,1,9,0,2,2,5,268293.950,249541,2,28100
3,1,0,43,0,3,1,0,7,0,1,0,8,264680.100,234186,2,28150
3,2,3,48,0,17,1,3,12,3,1,10,9,364238.100,368322,2,28200
1,1,5,43,0,7,1,3,11,2,5,10,7,313740.900,326528,2,28250
3,2,3,50,0,8,1,1,10,2,2,2,8,319167.550,319554,2,28300
2,1,1,49,0,12,0,3,5,5,0,8,5,326978.000,322880,2,28350
2,0,2,46,0,9,1,3,12,5,7,7,7,336706.600,332369,2,28400
3,1,0,42,0,10,1,2,12,1,3,8,10,300580.500,294223,2,28450
3,0,5,43,0,4,1,2,13,2,1,7,13,321673.200,319740,2,28500
3,1,2,45,0,11,1,3,11,2,5,10,4,326441.900,323184,2,28550
2,4,10,41,0,16,1,3,13,4,5,13,15,370874.100,412768,2,28600
3,2,3,47,0,16,0,3,13,2,0,9,9,360173.750,354719,2,28650
3,2,3,40,0,12,0,3,14,4,0,19,3,341029.350,340127,2,28700
3,0,4,48,0,5,1,2,10,3,5,6,8,334684.900,329534,2,28750
3,1,4,47,0,10,1,1,13,1,5,2,9,309216.050,326313,2,28800
2,1,2,46,0,11,1,3,10,0,2,11,4,319522.250,315974,2,28850
2,0,1,41,0,2,0,1,3,2,0,2,4,247350.250,224178,2,28900
2,0,0,46,0,7,1,4,4,5,1,5,5,297842.550,280883,2,28950
1,0,2,40,0,3,1,2,12,1,2,6,7,277881.550,262767,2,29000
2,3,3,52,0,14,1,3,10,5,2,12,5,384727.250,380254,2,29050
4,2,1,46,0,19,0,3,14,1,0,12,10,360573.800,356133,2,29100
2,1,7,47,0,6,1,2,13,5,2,10,9,342670.350,368082,2,29150
3,1,3,41,0,13,0,4,9,2,0,15,8,341625.900,329706,2,29200
2,2,2,44,0,11,1,3,14,1,2,9,7,323482.350,317954,2,29250
3,1,3,36,0,7,0,2,12,0,0,13,9,287208.500,284072,2,29300
1,0,1,47,0,5,1,3,7,3,2,9,1,307181.800,288708,2,29350
3,2,6,41,0,6,1,2,13,2,2,8,17,323899.300,336432,2,29400
2,1,1,39,0,4,1,1,13,1,2,7,8,274413.950,262259,2,29450
3,1,4,43,0,6,1,1,13,3,1,5,14,321007.700,317398,2,29500
4,3,1,49,0,23,1,2,9,0,3,7,13,357413.000,363183,2,29550
2,0,2,51,0,11,1,2,11,3,3,2,7,329697.800,328730,2,29600
3,1,3,50,0,14,1,2,8,5,1,10,5,345995.450,359463,2,29650
4,1,1,46,0,6,1,3,10,1,2,9,5,306656.200,298077,2,29700
3,0,0,41,0,2,1,2,5,0,1,4,9,258921.650,234629,2,29750
3,3,5,45,0,19,0,4,15,6,0,21,6,384399.100,416226,2,29800
1,1,5,43,0,8,1,3,11,3,4,11,3,333353.050,326039,2,29850
2,1,2,40,0,3,1,0,12,2,1,0,11,284050.450,254210,2,29900
3,1,2,51,0,11,1,1,11,2,4,1,5,328066.400,320858,2,29950
4,0,3,35,0,1,0,1,13,1,0,7,16,276422.500,264318,2,30000
1,1,3,44,0,17,0,4,12,4,0,16,3,300843.700,356167,3,50
3,1,4,47,0,5,0,3,7,2,0,8,11,327640.750,321697,3,100
2,2,2,46,0,11,0,4,6,3,0,13,5,327304.200,325176,3,150
2,3,2,40,0,3,1,2,12,0,2,4,10,281049.400,262177,3,200
3,5,2,48,0,12,1,3,12,1,5,11,5,349455.750,344752,3,250
3,3,5,42,0,15,0,2,18,2,0,7,17,342944.050,361246,3,300
3,7,1,55,0,25,0,3,13,4,0,10,7,409313.850,409683,3,350
3,4,2,50,0,19,1,3,14,3,2,10,8,376801.350,380219,3,400
0,1,3,43,0,3,1,3,11,2,5,11,0,301907.250,290497,3,450
2,8,8,51,0,19,1,3,17,3,6,12,11,434966.900,448537,3,500
4,0,2,45,0,10,0,3,11,0,0,8,9,329722.800,310208,3,550
2,3,2,42,0,9,1,4,8,2,1,11,7,298251.850,302413,4,50
0,1,4,35,0,1,1,3,9,0,2,15,0,261905.400,253230,4,100
3,2,2,49,0,15,1,3,9,5,4,8,6,362052.900,355033,4,150
2,1,3,48,0,12,0,3,6,3,0,7,10,342397.700,333447,4,200
1,1,1,44,0,4,1,2,8,1,2,6,2,282527.200,260112,4,250
2,0,4,41,0,5,1,2,11,3,4,12,4,302683.200,307597,4,300
3,0,4,37,0,6,0,3,9,2,0,11,15,313372.100,300091,4,350
4,2,3,50,0,8,0,1,10,6,0,6,12,351523.150,351306,4,400
4,2,5,48,0,18,1,4,8,2,3,15,12,374217.100,400392,4,450
3,2,1,46,0,13,0,2,14,3,0,6,9,326030.500,324247,4,500
3,2,1,52,0,9,0,1,6,3,0,2,7,321688.750,308903,4,550
4,3,2,49,0,16,1,3,13,1,6,6,9,353701.550,356220,4,600
3,1,4,47,0,15,0,3,13,6,0,15,11,398081.450,394016,4,650
3,1,0,45,0,4,1,0,13,1,3,0,10,274029.050,267007,4,700
2,2,9,46,0,10,1,3,12,2,6,14,9,343908.400,395566,4,750
2,1,5,40,0,8,0,3,10,5,0,14,10,341017.050,335612,4,800
2,2,5,51,0,13,1,3,7,3,1,9,5,361326.000,362787,4,850
3,0,2,47,0,9,1,1,9,1,1,1,6,296362.050,287445,4,900
4,1,2,52,0,13,0,2,6,4,0,7,8,305118.800,348566,4,950
2,0,3,43,0,4,1,2,5,0,1,6,9,287187.100,273255,4,1000
3,0,2,38,0,1,0,1,10,1,0,3,13,275576.600,246174,4,1050
1,0,1,43,0,8,1,3,9,2,3,12,3,307145.550,293877,4,1100
2,1,1,43,0,7,1,3,9,2,2,11,9,297594.150,300420,4,1150
2,2,2,46,0,16,0,4,10,6,0,15,7,336850.900,365897,4,1200
2,3,0,42,0,7,0,3,6,0,0,7,4,281616.800,252692,4,1250
3,4,4,49,0,27,1,4,19,7,2,17,9,431106.700,456970,4,1300
3,3,8,50,0,9,1,4,8,4,2,14,8,385024.900,398191,4,1350
2,0,2,46,0,7,1,2,6,3,1,6,6,307172.950,293994,4,1400
2,0,2,49,0,7,0,2,5,5,0,4,4,311674.350,300395,4,1450
2,3,3,41,0,12,0,4,13,5,0,19,6,332774.350,352261,4,1500
4,1,6,44,0,12,0,3,16,3,0,8,20,344702.400,378810,4,1550
0,0,1,43,0,4,1,3,5,2,2,10,0,286171.950,261014,4,1600
1,2,3,41,0,7,0,2,9,1,0,6,5,283063.900,272719,4,1650
2,1,3,44,0,7,1,2,10,2,1,10,5,299929.650,306144,4,1700
3,0,5,40,0,5,0,3,10,3,0,15,12,334990.750,328746,4,1750
3,1,1,45,0,11,0,2,9,2,0,6,8,317052.850,299677,4,1800
2,1,1,46,0,10,1,3,8,3,1,9,7,317501.950,311634,4,1850
2,2,2,47,0,13,1,3,13,3,2,12,5,345529.350,346831,4,1900
3,1,8,54,0,20,1,3,10,3,7,10,6,411124.150,435283,4,1950
1,0,3,40,0,5,1,4,10,3,3,15,5,311626.800,304883,4,2000
2,1,6,46,0,10,0,2,6,3,0,7,5,327952.950,327929,4,2050
3,4,1,53,0,10,1,2,13,2,5,3,6,334883.700,336326,4,2100
2,0,2,40,0,13,0,4,12,3,0,16,4,319276.050,320615,4,2150
2,3,5,43,0,15,0,3,13,2,0,13,8,333595.100,356768,4,2200
4,2,2,47,0,16,1,3,11,2,1,12,11,367297.500,360997,4,2250
0,3,2,41,0,5,1,4,15,2,4,17,0,313349.250,306242,4,2300
3,2,1,48,0,6,1,2,10,2,2,6,7,319453.400,303420,4,2350
3,3,6,49,0,14,0,3,11,3,0,9,9,373170.950,378267,4,2400
0,3,0,48,0,11,1,3,14,2,4,9,0,283888.750,313082,4,2450
